ሰላማዊ	gold_morphemes.json
ኣይናቱን	gold_morphemes.json
ኣይመፀን	gold_morphemes.json
ኣይጥዑምን	gold_morphemes.json
ጉቦኛ	gold_morphemes.json
ደመኛ	gold_morphemes.json
ጉረኛ	gold_morphemes.json
ቂመኛ	gold_morphemes.json
ወረኛ	gold_morphemes.json
ሰንካም	gold_morphemes.json
ህልኸኛ	gold_morphemes.json
ማሕበራዊ	gold_morphemes.json
ጥበበኛ	gold_morphemes.json
ጥበባዊ	gold_morphemes.json
ተፈጥሮኣዊ	gold_morphemes.json
በለፀኛ	gold_morphemes.json
ተንኮለኛ	gold_morphemes.json
መርከበኛ	gold_morphemes.json
ባሕረኛ	gold_morphemes.json
ዓመፀኛ	gold_morphemes.json
ኣፍሪካዊ	gold_morphemes.json
ኢትዮዽያዊ	gold_morphemes.json
ኢትዮዽያዊት	gold_morphemes.json
ትግራዋይ	gold_morphemes.json
ትግራዋይነት	gold_morphemes.json
ግብራም	gold_morphemes.json
ፍቅረኛ	gold_morphemes.json
ፍትሓዊ	gold_morphemes.json
በደለኛ	gold_morphemes.json
ኣይደንቅን	gold_morphemes.json
ዘይፍትሓዊ	gold_morphemes.json
ዘይልሙድ	gold_morphemes.json
ፍትሓዊነት	gold_morphemes.json
ርትዓዊ	gold_morphemes.json
ሰባት	gold_morphemes.json
ዘይ-ሰባት	gold_morphemes.json
እምባታት	gold_morphemes.json
ሰእሊታት	gold_morphemes.json
ሃገራት	gold_morphemes.json
ሰማያት	gold_morphemes.json
ኢ-ልበወለድ	gold_morphemes.json
ዘይምዕሩይ	gold_morphemes.json
ኣይሰበረን	gold_morphemes.json
ኣይወደአን	gold_morphemes.json
ኣይጀመረን	gold_morphemes.json
ዝራብዓት	gold_morphemes.json
መምህራን	gold_morphemes.json
መዛምራን	gold_morphemes.json
ምእመናን	gold_morphemes.json
በላዕቲ	gold_morphemes.json
መሃዝቲ	gold_morphemes.json
ቀተልቲ	gold_morphemes.json
ሰፈይቲ	gold_morphemes.json
ክቡራት	gold_morphemes.json
በሉፃት	gold_morphemes.json
ለባማት	gold_morphemes.json
ሕሩያት	gold_morphemes.json
ብዱላት	gold_morphemes.json
ሰነፋት	gold_morphemes.json
ጎበዛት	gold_morphemes.json
ህኩያት	gold_morphemes.json
ወጣማት	gold_morphemes.json
ወታፋት	gold_morphemes.json
ግናያት	gold_morphemes.json
ርጉማት	gold_morphemes.json
ሰንካማት	gold_morphemes.json
ጥንቁያት	gold_morphemes.json
ዉሩያት	gold_morphemes.json
ተምብየነቶት	gold_morphemes.json
ተምቤናይ	gold_morphemes.json
ሽረቶት	gold_morphemes.json
ሽረታይ	gold_morphemes.json
ሓመዳዋይ	gold_morphemes.json
ሓመደቶት	gold_morphemes.json
ሓውዜነተይ	gold_morphemes.json
ሓውዜነቶት	gold_morphemes.json
ዓጋመታይ	gold_morphemes.json
ዓጋመቶት	gold_morphemes.json
ሓረስታይ	gold_morphemes.json
ሓረስቶት	gold_morphemes.json
ዘመነዋይ	gold_morphemes.json
ዘመነቶት	gold_morphemes.json
ራየታይ	gold_morphemes.json
ራየቶት	gold_morphemes.json
ኣፍራስ	gold_morphemes.json
ኣእማን	gold_morphemes.json
ኣእዛን	gold_morphemes.json
ስበኡን	gold_morphemes.json
ክዳወንቲ	gold_morphemes.json
ደርሁ	gold_morphemes.json
ኣባጊዕ	gold_morphemes.json
ቆልዑ	gold_morphemes.json
ሰሚዖም	gold_morphemes.json
ዘይሰምዑ	gold_morphemes.json
ሰባራይ	gold_morphemes.json
ሰባሪት	gold_morphemes.json
ዘይሰበር	gold_morphemes.json
ሰበረኒ	gold_morphemes.json
ዝዓበየ	gold_morphemes.json
ዝሓፀረ	gold_morphemes.json
ዝበለሐ	gold_morphemes.json
ዝሰነፈ	gold_morphemes.json
ዝሓየለ	gold_morphemes.json
ዝነወሐ	gold_morphemes.json
ዝፀለመ	gold_morphemes.json
ዝሓበለ	gold_morphemes.json
ዝሓመደ	gold_morphemes.json
ዝበልዕ	gold_morphemes.json
ከንቱነት	gold_morphemes.json
መዝነት	gold_morphemes.json
ምስክርነት	gold_morphemes.json
መርዝነት	gold_morphemes.json
ሰላማነት	gold_morphemes.json
መርዛምነት	gold_morphemes.json
ሰብኣውነት	gold_morphemes.json
ፍፁምነት	gold_morphemes.json
ተጠዋርነት	gold_morphemes.json
ዓረብኛ	gold_morphemes.json
እንግሊዝኛ	gold_morphemes.json
ጣልያንኛ	gold_morphemes.json
ትሕዝቶ	gold_morphemes.json
ምጭሓም	gold_morphemes.json
ምሕላም	gold_morphemes.json
ጠብላሕታ	gold_morphemes.json
ፍሽክታ	gold_morphemes.json
ስክፍታ	gold_morphemes.json
ካናዳዊ	gold_morphemes.json
ሰማያዊ	gold_morphemes.json
ልባዊ	gold_morphemes.json
መርዛም	gold_morphemes.json
ከብዳም	gold_morphemes.json
ጠንቃም	gold_morphemes.json
ጥቅመኛ	gold_morphemes.json
መልክዐኛ	gold_morphemes.json
ቀፅላዋይ	gold_morphemes.json
ሓመደዋይ	gold_morphemes.json
ዓዲጉላ	gold_morphemes.json
በሳላት	gold_morphemes.json
ምሩፃት	gold_morphemes.json
ዘይትከድ	gold_morphemes.json
ነገራት	gold_morphemes.json
ሃፍታማት	gold_morphemes.json
ገሃማት	gold_morphemes.json
ዓቀይቶት	gold_morphemes.json
ዘይትሰምዕ	gold_morphemes.json
ዘይትርኢ	gold_morphemes.json
መሪሕነት	gold_morphemes.json
መራሕቶም	gold_morphemes.json
ሰዓብቶም	gold_morphemes.json
ዘይከይድ	gold_morphemes.json
ተወዳደርቲ	gold_morphemes.json
ሰዓብቲ	gold_morphemes.json
ፈተንቲ	gold_morphemes.json
ፀሓፍቲ	gold_morphemes.json
መክበርቲ	gold_morphemes.json
መክበርቶም	gold_morphemes.json
ኣክበርቶም	gold_morphemes.json
ኣፃብዕቲ	gold_morphemes.json
ኣብትርቲ	gold_morphemes.json
መልከኛ	gold_morphemes.json
ዝወደቐ	postedited_morphemes.json
ውርደት	postedited_morphemes.json
ዕሊኢት	postedited_morphemes.json
አይቐርን	postedited_morphemes.json
ክእለት	postedited_morphemes.json
ጥፍኣት	postedited_morphemes.json
ጨንጊት	postedited_morphemes.json
